,year,date,time,day,venue,referee,team,opponent,formation,result,poss,gf,ga,gls,sh,sot,sot%,g/sh,g/sot,pk,pkatt,g-xg,xg,xga,np:g-xg,npxg,npxg/sh
269,2023,2023-05-12,20:00,Fri,Away,Nicolás Lamolina,Godoy Cruz,CA Huracán,4-2-3-1,D,55.0,0.0,0.0,0.0,5.0,2.0,40.0,0.0,0.0,0.0,0.0,,,,,,
270,2023,2023-05-19,15:30,Fri,Home,Jorge Baliño,Godoy Cruz,Gimnasia ELP,4-2-3-1,W,52.0,2.0,2.0,2.0,18.0,5.0,27.8,0.11,0.4,0.0,0.0,,,,,,
271,2023,2023-05-28,21:30,Sun,Away,Silvio Trucco,Godoy Cruz,Newell's OB,4-2-3-1,L,57.0,0.0,0.0,0.0,14.0,1.0,7.1,0.0,0.0,0.0,0.0,,,,,,
272,2023,2023-06-04,17:00,Sun,Home,Carlos Gareano,Godoy Cruz,Independiente,4-2-3-1,W,43.0,2.0,2.0,1.0,12.0,8.0,66.7,0.08,0.13,0.0,0.0,,,,,,
273,2023,2023-06-13,20:30,Tue,Away,Sebastían Zunino,Godoy Cruz,Tucumán,4-2-3-1,L,57.0,1.0,1.0,1.0,16.0,2.0,12.5,0.06,0.5,0.0,0.0,,,,,,
274,2023,2023-06-22,21:45,Thu,Home,Facundo Tello,Godoy Cruz,Boca Juniors,4-4-1-1,W,27.0,4.0,4.0,4.0,14.0,6.0,42.9,0.21,0.5,1.0,1.0,,,,,,
275,2023,2023-07-01,21:30,Sat,Away,Jorge Baliño,Godoy Cruz,Talleres,4-2-3-1,D,46.0,1.0,1.0,1.0,18.0,5.0,27.8,0.06,0.2,0.0,0.0,,,,,,
276,2023,2023-07-05,15:30,Wed,Home,Darío Herrera,Godoy Cruz,Platense,4-2-3-1,W,50.0,2.0,2.0,2.0,12.0,4.0,33.3,0.17,0.5,0.0,0.0,,,,,,
277,2023,2023-07-09,18:00,Sun,Away,Sebastían Zunino,Godoy Cruz,Vélez Sarsf,4-2-3-1,D,50.0,1.0,1.0,1.0,4.0,2.0,50.0,0.25,0.5,0.0,0.0,,,,,,
278,2023,2023-07-14,19:00,Fri,Home,Silvio Trucco,Godoy Cruz,Defensa y Just,4-3-1-2,D,45.0,2.0,2.0,2.0,14.0,3.0,21.4,0.14,0.67,0.0,0.0,,,,,,
279,2023,2023-07-23,nan,Sun,Away,Darío Herrera,Godoy Cruz,Banfield,4-4-2,W,50.12571756601607,1.1385956860945388,1.1385956860945388,31.0,299.0,94.0,31.4,0.09,0.3,3.0,3.0,,,,,,
280,2023,2023-07-30,nan,Sun,Home,Darío Herrera,Godoy Cruz,Instituto Atlético Central Córdoba,4-4-2,W,50.12571756601607,1.1385956860945388,1.1385956860945388,2.227058129241664,24.68980021030494,8.049421661409044,33.00197496032446,0.08688767413154648,0.25326165522226235,0.21658306285039836,0.2822366479787548,,,,,,
281,2023,2023-01-27,19:15,Fri,Away,Yael Falcón,Argentinos Jun,Rosario Cent,4-4-2◆,L,76.0,0.0,0.0,0.0,18.0,7.0,38.9,0.0,0.0,0.0,0.0,,,,,,
282,2023,2023-02-04,21:30,Sat,Home,Fernando Echenique,Argentinos Jun,Racing Club,4-3-1-2,W,55.0,1.0,1.0,1.0,18.0,6.0,33.3,0.06,0.17,0.0,0.0,,,,,,
283,2023,2023-02-12,19:15,Sun,Away,Fernando Rapallini,Argentinos Jun,River Plate,4-4-2◆,L,50.0,1.0,1.0,1.0,9.0,1.0,11.1,0.11,1.0,0.0,0.0,,,,,,
284,2023,2023-02-18,19:15,Sat,Home,Ariel Penel,Argentinos Jun,Club Atlético Belgrano,3-5-2,W,54.0,3.0,3.0,3.0,12.0,6.0,50.0,0.25,0.5,0.0,1.0,,,,,,
285,2023,2023-02-27,21:30,Mon,Away,Darío Herrera,Argentinos Jun,CC Córdoba,3-5-2,L,76.0,0.0,0.0,0.0,16.0,4.0,25.0,0.0,0.0,0.0,0.0,,,,,,
286,2023,2023-03-05,21:30,Sun,Away,Nazareno Arasa,Argentinos Jun,Tigre,3-4-1-2,W,57.0,1.0,1.0,1.0,11.0,7.0,63.6,0.0,0.0,1.0,1.0,,,,,,
287,2023,2023-03-10,21:00,Fri,Home,Nicolás Lamolina,Argentinos Jun,Arsenal,3-5-2,D,61.0,1.0,1.0,1.0,25.0,7.0,28.0,0.0,0.0,1.0,1.0,,,,,,
288,2023,2023-03-20,21:00,Mon,Away,Fernando Echenique,Argentinos Jun,Lanús,3-5-2,D,62.0,0.0,0.0,0.0,13.0,3.0,23.1,0.0,0.0,0.0,0.0,,,,,,
289,2023,2023-03-30,21:30,Thu,Home,Sebastían Zunino,Argentinos Jun,Godoy Cruz,3-4-1-2,W,64.0,3.0,3.0,2.0,14.0,5.0,35.7,0.14,0.4,0.0,0.0,,,,,,
290,2023,2023-04-04,19:00,Tue,Home,Diego Haro,Argentinos Jun,ec Independiente,3-1-4-2,W,45.0,1.0,1.0,1.0,14.0,6.0,42.9,0.07,0.17,0.0,1.0,-1.1,2.1,0.7,-0.3,1.3,0.09
291,2023,2023-04-08,15:30,Sat,Away,Nazareno Arasa,Argentinos Jun,Sarmiento,3-1-4-2,L,74.0,0.0,0.0,0.0,14.0,3.0,21.4,0.0,0.0,0.0,0.0,,,,,,
292,2023,2023-04-11,19:00,Tue,Home,Ariel Penel,Argentinos Jun,CA Unión,3-1-4-2,W,66.0,5.0,5.0,5.0,17.0,9.0,52.9,0.29,0.56,0.0,0.0,,,,,,
293,2023,2023-04-15,21:30,Sat,Away,Leandro Rey Hilfer,Argentinos Jun,CA Huracán,3-1-4-2,D,51.0,0.0,0.0,0.0,4.0,1.0,25.0,0.0,0.0,0.0,0.0,,,,,,
294,2023,2023-04-19,21:30,Wed,Away,Jesús Valenzuela,Argentinos Jun,br Corinthians,4-4-2,W,41.0,1.0,1.0,1.0,12.0,2.0,16.7,0.08,0.5,0.0,0.0,0.0,1.0,0.9,0.0,1.0,0.08
295,2023,2023-04-24,21:30,Mon,Home,Hernán Mastrángelo,Argentinos Jun,Gimnasia ELP,4-1-4-1,L,63.0,2.0,2.0,2.0,21.0,7.0,33.3,0.1,0.29,0.0,0.0,,,,,,
296,2023,2023-04-28,19:00,Fri,Away,Luis Lobo Medina,Argentinos Jun,Newell's OB,4-4-2,D,51.0,0.0,0.0,0.0,7.0,3.0,42.9,0.0,0.0,0.0,0.0,,,,,,
297,2023,2023-05-02,19:00,Tue,Away,Ivo Méndez,Argentinos Jun,uy Liverpool,3-4-3,D,66.0,2.0,2.0,2.0,20.0,5.0,25.0,0.05,0.2,1.0,1.0,-0.9,2.9,0.6,-1.1,2.1,0.13
298,2023,2023-05-06,20:30,Sat,Home,Nicolás Ramírez,Argentinos Jun,Independiente,3-5-2,D,67.0,2.0,2.0,2.0,19.0,7.0,36.8,0.05,0.14,1.0,1.0,,,,,,
299,2023,2023-05-12,21:30,Fri,Away,Facundo Tello,Argentinos Jun,Tucumán,3-5-1-1,W,55.0,2.0,2.0,2.0,13.0,6.0,46.2,0.15,0.33,0.0,0.0,,,,,,
