,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,dist,g/sh,g/sot,gls,pk,pkatt,sh,sot,sot%,year,team,xg,xga,fk,g-xg,np:g-xg,npxg,npxg/sh
15,2023-01-03,16:30,Super League,Regular season,Tue,Away,D,0.0,0.0,OFI Crete,,3214.0,Jean Barrientos,4-2-3-1,Angelos Evangelou,Match Report,,,,,0.0,0.0,0.0,,,,2022,Volos NFC,,,,,,,
16,2023-01-08,16:00,Super League,Regular season,Sun,Home,L,0.0,4.0,Olympiacos,,10582.0,Jean Barrientos,4-2-3-1,Anastasios Papapetrou,Match Report,,,,,0.0,0.0,0.0,,,,2022,Volos NFC,,,,,,,
17,2023-01-16,19:30,Super League,Regular season,Mon,Away,W,1.0,0.0,Ionikos,,567.0,Jean Barrientos,4-2-3-1,Konstantinos Perrakis,Match Report,,,,,1.0,1.0,1.0,,,,2022,Volos NFC,,,,,,,
18,2023-01-21,20:00,Super League,Regular season,Sat,Away,L,0.0,3.0,Aris,,6872.0,Jean Barrientos,4-2-3-1,Konstantinos Katoikos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Volos NFC,,,,,,,
19,2023-01-28,19:30,Super League,Regular season,Sat,Home,L,2.0,3.0,Panetolikos,,1632.0,Jean Barrientos,4-2-3-1,Konstantinos Tsetsilas,Match Report,,,,,2.0,0.0,1.0,,,,2022,Volos NFC,,,,,,,
20,2023-02-06,16:00,Super League,Regular season,Mon,Away,W,3.0,0.0,Levadiakos,,606.0,Christos Shelis,4-2-3-1,Anastasios Papapetrou,Match Report,,,,,3.0,0.0,0.0,,,,2022,Volos NFC,,,,,,,
21,2023-02-12,16:00,Super League,Regular season,Sun,Home,W,2.0,1.0,Atromitos,,1371.0,Boris Klaiman,4-2-3-1,Alexandros Tsakalidis,Match Report,,,,,2.0,0.0,0.0,,,,2022,Volos NFC,,,,,,,
22,2023-02-18,17:00,Super League,Regular season,Sat,Away,L,0.0,2.0,Panathinaikos,,12360.0,Boris Klaiman,4-2-3-1,Vassilis Fotias,Match Report,,,,,0.0,0.0,0.0,,,,2022,Volos NFC,,,,,,,
23,2023-02-24,20:00,Super League,Regular season,Fri,Home,D,1.0,1.0,PAS Lamia,,1378.0,Tasos Tsokanis,4-2-3-1,Angelos Angelakis,Match Report,,,,,1.0,0.0,0.0,,,,2022,Volos NFC,,,,,,,
24,2023-03-05,17:00,Super League,Regular season,Sun,Away,W,1.0,0.0,PAS Giannina,,1767.0,Tasos Tsokanis,4-2-3-1,Michael Matsoukas,Match Report,,,,,1.0,0.0,0.0,,,,2022,Volos NFC,,,,,,,
25,2023-03-12,19:00,Super League,Regular season,Sun,Home,L,0.0,1.0,PAOK,,4288.0,Tasos Tsokanis,4-2-3-1,Dimitris Maloutas,Match Report,,,,,0.0,0.0,0.0,,,,2022,Volos NFC,,,,,,,
26,2023-03-19,17:30,Super League,Championship round,Sun,Home,L,0.0,3.0,Olympiacos,,14495.0,Tasos Tsokanis,4-3-3,Aristotelis Diamantopoulos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Volos NFC,,,,,,,
27,2023-04-02,18:00,Super League,Championship round,Sun,Away,D,0.0,0.0,Panathinaikos,,13124.0,Tasos Tsokanis,4-3-3,Evangelos Manouhos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Volos NFC,,,,,,,
28,2023-04-05,18:00,Super League,Championship round,Wed,Home,L,0.0,1.0,AEK Athens,,6396.0,Tasos Tsokanis,4-2-3-1,Anastasios Sidiropoulos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Volos NFC,,,,,,,
29,2023-04-09,20:30,Super League,Championship round,Sun,Away,L,2.0,4.0,PAOK,,7540.0,Tasos Tsokanis,4-3-3,Vassilis Fotias,Match Report,,,,,2.0,0.0,0.0,,,,2022,Volos NFC,,,,,,,
30,2023-04-23,17:30,Super League,Championship round,Sun,Home,L,0.0,3.0,Aris,,597.0,Tasos Tsokanis,4-2-3-1,Angelos Evangelou,Match Report,,,,,0.0,0.0,0.0,,,,2022,Volos NFC,,,,,,,
31,2023-04-26,18:00,Super League,Championship round,Wed,Home,L,0.0,2.0,Panathinaikos,,9517.0,Tasos Tsokanis,4-2-3-1,Anastasios Sidiropoulos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Volos NFC,,,,,,,
32,2023-04-30,20:00,Super League,Championship round,Sun,Away,L,0.0,5.0,Olympiacos,,10047.0,Tasos Tsokanis,4-3-3,Konstantinos Perrakis,Match Report,,,,,0.0,0.0,0.0,,,,2022,Volos NFC,,,,,,,
33,2023-05-03,20:00,Super League,Championship round,Wed,Away,L,2.0,4.0,Aris,,2814.0,Tasos Tsokanis,4-2-3-1,Petros Tsagarakis,Match Report,,,,,2.0,0.0,0.0,,,,2022,Volos NFC,,,,,,,
34,2023-05-08,21:00,Super League,Championship round,Mon,Home,L,0.0,2.0,PAOK,,410.0,Dimitris Metaxas,4-2-3-1,Christos Vergetis,Match Report,,,,,0.0,0.0,0.0,,,,2022,Volos NFC,,,,,,,
35,2023-05-14,20:00,Super League,Championship round,Sun,Away,L,0.0,4.0,AEK Athens,,31500.0,Tasos Tsokanis,4-3-3,Evangelos Manouhos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Volos NFC,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,35.0,3.0,5.0,,,,2022,Volos NFC,,,,,,,
0,2022-08-20,20:00,Super League,Regular season,Sat,Home,W,3.0,1.0,OFI Crete,,715.0,Kyriakos Kivrakidis,4-3-3,Aristotelis Diamantopoulos,Match Report,,,,,3.0,0.0,1.0,,,,2022,Atromitos,,,,,,,
1,2022-08-28,21:45,Super League,Regular season,Sun,Away,L,1.0,2.0,PAOK,,10490.0,Kyriakos Kivrakidis,4-3-3,Athanasios Tzilos,Match Report,,,,,1.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
2,2022-09-04,18:30,Super League,Regular season,Sun,Home,D,1.0,1.0,Panetolikos,,1192.0,Andreas Gianniotis,4-3-3,Anastasios Sidiropoulos,Match Report,,,,,1.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
3,2022-09-10,21:30,Super League,Regular season,Sat,Away,W,4.0,1.0,Ionikos,,1037.0,Andreas Gianniotis,4-3-3,Georgios Tzovaras,Match Report,,,,,4.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
4,2022-09-17,20:00,Super League,Regular season,Sat,Home,D,0.0,0.0,PAS Lamia,,868.0,Andreas Gianniotis,4-3-3,Christos Vergetis,Match Report,,,,,0.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
5,2022-10-02,16:00,Super League,Regular season,Sun,Away,L,0.0,2.0,Olympiacos,,19825.0,Kyriakos Kivrakidis,4-3-3,Georgios Tzovaras,Match Report,,,,,0.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
6,2022-10-10,18:00,Super League,Regular season,Mon,Home,W,2.0,1.0,PAS Giannina,,804.0,Andreas Gianniotis,4-3-3,Angelos Angelakis,Match Report,,,,,2.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
7,2022-10-16,16:00,Super League,Regular season,Sun,Away,L,0.0,1.0,AEK Athens,,30528.0,Andreas Gianniotis,4-3-3,Anastasios Sidiropoulos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
8,2022-10-22,19:00,Super League,Regular season,Sat,Home,L,0.0,2.0,Volos NFC,,1682.0,Andreas Gianniotis,4-2-3-1,Vassilis Fotias,Match Report,,,,,0.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
9,2022-10-30,16:30,Super League,Regular season,Sun,Away,L,1.0,2.0,Levadiakos,,1073.0,Andreas Gianniotis,4-3-3,Aristotelis Diamantopoulos,Match Report,,,,,1.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
10,2022-11-05,19:00,Super League,Regular season,Sat,Home,D,0.0,0.0,Aris,,2263.0,Andreas Gianniotis,4-4-2,Spiros Zabalas,Match Report,,,,,0.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
11,2022-11-09,18:00,Super League,Regular season,Wed,Home,W,2.0,0.0,Asteras Tripoli,,1345.0,Andreas Gianniotis,4-4-2,Efstathios Gortsilas,Match Report,,,,,2.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
12,2022-11-13,17:15,Super League,Regular season,Sun,Away,L,0.0,2.0,Panathinaikos,,13163.0,Dimitris Chatziisaias,4-3-3,Evangelos Manouhos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
13,2022-12-22,17:00,Super League,Regular season,Thu,Away,W,1.0,0.0,OFI Crete,,3115.0,Andreas Gianniotis,4-3-3,Athanasios Tzilos,Match Report,,,,,1.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
14,2022-12-28,20:00,Super League,Regular season,Wed,Home,D,1.0,1.0,PAOK,,1588.0,Andreas Gianniotis,4-3-3,Aristomenis Koutsiaftis,Match Report,,,,,1.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
15,2023-01-04,18:00,Super League,Regular season,Wed,Away,L,0.0,2.0,Panetolikos,,1935.0,Andreas Gianniotis,4-3-3,Dimitris Maloutas,Match Report,,,,,0.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
16,2023-01-08,17:00,Super League,Regular season,Sun,Home,W,2.0,0.0,Ionikos,,1362.0,Dimitris Chatziisaias,4-2-3-1,Ioannis Papadopoulos,Match Report,,,,,2.0,1.0,1.0,,,,2022,Atromitos,,,,,,,
17,2023-01-14,17:00,Super League,Regular season,Sat,Away,D,1.0,1.0,PAS Lamia,,1210.0,Andreas Gianniotis,4-2-3-1,Aristotelis Diamantopoulos,Match Report,,,,,1.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
18,2023-01-22,20:30,Super League,Regular season,Sun,Home,D,1.0,1.0,Olympiacos,,1909.0,Andreas Gianniotis,4-2-3-1,Evangelos Manouhos,Match Report,,,,,1.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
19,2023-01-28,20:00,Super League,Regular season,Sat,Away,D,1.0,1.0,PAS Giannina,,1678.0,Andreas Gianniotis,4-2-3-1,Anastasios Sidiropoulos,Match Report,,,,,1.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
20,2023-02-12,16:00,Super League,Regular season,Sun,Away,L,1.0,2.0,Volos NFC,,1371.0,Andreas Gianniotis,4-2-3-1,Alexandros Tsakalidis,Match Report,,,,,1.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
21,2023-02-20,18:00,Super League,Regular season,Mon,Home,W,1.0,0.0,Levadiakos,,1317.0,Andreas Gianniotis,4-2-3-1,Christos Vergetis,Match Report,,,,,1.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
22,2023-02-26,19:30,Super League,Regular season,Sun,Away,L,1.0,2.0,Aris,,6285.0,Andreas Gianniotis,4-2-3-1,Spiros Zabalas,Match Report,,,,,1.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
23,2023-03-04,20:00,Super League,Regular season,Sat,Away,D,1.0,1.0,Asteras Tripoli,,882.0,Andreas Gianniotis,4-3-3,Konstantinos Tsetsilas,Match Report,,,,,1.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
24,2023-03-08,17:30,Super League,Regular season,Wed,Home,L,0.0,1.0,AEK Athens,,2224.0,Andreas Gianniotis,4-3-3,Dimitrios Karantonis,Match Report,,,,,0.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
25,2023-03-12,19:00,Super League,Regular season,Sun,Home,L,0.0,2.0,Panathinaikos,,1379.0,Andreas Gianniotis,4-3-3,Angelos Evangelou,Match Report,,,,,0.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
26,2023-03-18,19:30,Super League,Relegation round,Sat,Home,W,2.0,0.0,Ionikos,,192.0,Andreas Gianniotis,4-3-3,Fotis Polychronis,Match Report,,,,,2.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
27,2023-04-01,17:00,Super League,Relegation round,Sat,Away,D,1.0,1.0,Levadiakos,,784.0,Andreas Gianniotis,4-3-3,Vassilis Fotias,Match Report,,,,,1.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
28,2023-04-08,17:00,Super League,Relegation round,Sat,Home,D,1.0,1.0,PAS Giannina,,1278.0,Andreas Gianniotis,4-3-3,Efstathios Gortsilas,Match Report,,,,,1.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
29,2023-04-22,19:15,Super League,Relegation round,Sat,Away,L,0.0,1.0,PAS Lamia,,1205.0,Andreas Gianniotis,4-3-3,Ioannis Papadopoulos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
30,2023-04-29,19:15,Super League,Relegation round,Sat,Home,L,2.0,3.0,OFI Crete,,1228.0,Andreas Gianniotis,4-3-3,Georgios Tzovaras,Match Report,,,,,1.0,1.0,1.0,,,,2022,Atromitos,,,,,,,
31,2023-05-06,20:00,Super League,Relegation round,Sat,Home,W,2.0,0.0,Panetolikos,,1431.0,Viktor Klonaridis,4-3-3,Konstantinos Tsetsilas,Match Report,,,,,2.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
32,2023-05-13,20:00,Super League,Relegation round,Sat,Away,D,1.0,1.0,Asteras Tripoli,,1085.0,Andreas Gianniotis,4-3-3,Spiros Zabalas,Match Report,,,,,1.0,0.0,0.0,,,,2022,Atromitos,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,33.0,2.0,3.0,,,,2022,Atromitos,,,,,,,
0,2022-08-20,21:45,Super League,Regular season,Sat,Away,L,0.0,1.0,PAOK,,8715.0,Jorge Diaz,4-3-3,Angelos Evangelou,Match Report,,,,,0.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
1,2022-08-28,19:00,Super League,Regular season,Sun,Home,W,3.0,1.0,Aris,,1719.0,Jorge Diaz,4-2-3-1,Anastasios Papapetrou,Match Report,,,,,3.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
2,2022-09-04,18:30,Super League,Regular season,Sun,Away,D,1.0,1.0,Atromitos,,1192.0,Nikos Karelis,4-3-3,Anastasios Sidiropoulos,Match Report,,,,,1.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
3,2022-09-10,18:30,Super League,Regular season,Sat,Away,W,2.0,1.0,OFI Crete,,3014.0,Jorge Diaz,4-3-3,Ioannis Papadopoulos,Match Report,,,,,2.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
4,2022-09-17,20:00,Super League,Regular season,Sat,Home,L,0.0,2.0,AEK Athens,,2671.0,Jorge Diaz,4-3-3,Aristotelis Diamantopoulos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
5,2022-10-03,18:00,Super League,Regular season,Mon,Away,W,4.0,1.0,PAS Giannina,,1177.0,Jorge Diaz,4-5-1,Dimitris Maloutas,Match Report,,,,,4.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
6,2022-10-08,17:00,Super League,Regular season,Sat,Home,L,2.0,3.0,Volos NFC,,2653.0,Nikos Karelis,4-2-3-1,Konstantinos Katoikos,Match Report,,,,,2.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
7,2022-10-16,20:30,Super League,Regular season,Sun,Away,D,0.0,0.0,Asteras Tripoli,,975.0,Jorge Diaz,4-3-1-2,Spiros Zabalas,Match Report,,,,,0.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
8,2022-10-22,19:30,Super League,Regular season,Sat,Home,L,0.0,2.0,Olympiacos,,3288.0,Jorge Diaz,4-3-3,Andreas Gamaris,Match Report,,,,,0.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
9,2022-10-29,17:00,Super League,Regular season,Sat,Away,D,1.0,1.0,Ionikos,,1133.0,Nikos Karelis,4-3-3,Anastasios Papapetrou,Match Report,,,,,1.0,1.0,1.0,,,,2022,Panetolikos,,,,,,,
10,2022-11-06,16:00,Super League,Regular season,Sun,Home,D,0.0,0.0,Levadiakos,,1821.0,Nikos Karelis,4-3-3,Angelos Evangelou,Match Report,,,,,0.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
11,2022-11-09,17:00,Super League,Regular season,Wed,Home,L,0.0,1.0,Panathinaikos,,3391.0,Jorge Diaz,4-3-3,Christos Vergetis,Match Report,,,,,0.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
12,2022-11-13,18:00,Super League,Regular season,Sun,Away,W,3.0,1.0,PAS Lamia,,1202.0,Jorge Diaz,4-3-3,Alexandros Tsakalidis,Match Report,,,,,3.0,1.0,1.0,,,,2022,Panetolikos,,,,,,,
13,2022-12-22,19:30,Super League,Regular season,Thu,Home,L,0.0,2.0,PAOK,,2287.0,Jorge Diaz,4-2-3-1,Anastasios Sidiropoulos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
14,2022-12-29,18:00,Super League,Regular season,Thu,Away,L,0.0,1.0,Aris,,7440.0,Jorge Diaz,4-3-3,Spiros Zabalas,Match Report,,,,,0.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
15,2023-01-04,18:00,Super League,Regular season,Wed,Home,W,2.0,0.0,Atromitos,,1935.0,Jorge Diaz,4-3-3,Dimitris Maloutas,Match Report,,,,,2.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
16,2023-01-09,17:00,Super League,Regular season,Mon,Home,L,0.0,4.0,OFI Crete,,2085.0,Jorge Diaz,4-3-3,Stavros Tsimenteridis,Match Report,,,,,0.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
17,2023-01-15,16:00,Super League,Regular season,Sun,Away,L,1.0,4.0,AEK Athens,,28200.0,Jorge Diaz,4-3-3,Christos Vergetis,Match Report,,,,,1.0,1.0,1.0,,,,2022,Panetolikos,,,,,,,
18,2023-01-20,20:30,Super League,Regular season,Fri,Home,D,1.0,1.0,PAS Giannina,,1992.0,Jorge Diaz,4-3-3,Anastasios Papapetrou,Match Report,,,,,1.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
19,2023-01-28,19:30,Super League,Regular season,Sat,Away,W,3.0,2.0,Volos NFC,,1632.0,Jorge Diaz,4-5-1,Konstantinos Tsetsilas,Match Report,,,,,3.0,1.0,1.0,,,,2022,Panetolikos,,,,,,,
20,2023-02-05,20:00,Super League,Regular season,Sun,Home,D,0.0,0.0,Asteras Tripoli,,1821.0,Alexandros Malis,4-4-2,Vassilis Fotias,Match Report,,,,,0.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
21,2023-02-13,21:00,Super League,Regular season,Mon,Away,L,1.0,6.0,Olympiacos,,12578.0,Jorge Diaz,4-3-3,Efstathios Gortsilas,Match Report,,,,,1.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
22,2023-02-19,19:30,Super League,Regular season,Sun,Home,W,1.0,0.0,Ionikos,,1779.0,Jorge Diaz,4-3-3,Fotis Polychronis,Match Report,,,,,1.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
23,2023-02-26,16:00,Super League,Regular season,Sun,Away,D,0.0,0.0,Levadiakos,,807.0,Jorge Diaz,4-3-3,Evangelos Manouhos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
24,2023-03-06,19:30,Super League,Regular season,Mon,Away,L,0.0,2.0,Panathinaikos,,11506.0,Nikos Karelis,4-2-3-1,Ioannis Papadopoulos,Match Report,,,,,0.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
25,2023-03-12,19:00,Super League,Regular season,Sun,Home,D,1.0,1.0,PAS Lamia,,1758.0,Jorge Diaz,4-2-3-1,Efstathios Gortsilas,Match Report,,,,,1.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
26,2023-03-18,17:00,Super League,Relegation round,Sat,Away,L,1.0,2.0,Asteras Tripoli,,658.0,Alexandros Malis,4-4-2,Stavros Tsimenteridis,Match Report,,,,,1.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
27,2023-04-01,17:30,Super League,Relegation round,Sat,Home,L,1.0,3.0,PAS Lamia,,1477.0,Nikos Karelis,4-3-3,Konstantinos Perrakis,Match Report,,,,,1.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
28,2023-04-08,19:30,Super League,Relegation round,Sat,Home,L,0.0,1.0,Ionikos,,1581.0,Jorge Diaz,4-3-3,Christos Vergetis,Match Report,,,,,0.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
29,2023-04-22,19:15,Super League,Relegation round,Sat,Away,L,2.0,3.0,PAS Giannina,,2794.0,Jorge Diaz,4-3-3,Konstantinos Katoikos,Match Report,,,,,2.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
30,2023-04-29,19:15,Super League,Relegation round,Sat,Home,D,2.0,2.0,Levadiakos,,1696.0,Jorge Diaz,4-3-3,Anastasios Sidiropoulos,Match Report,,,,,2.0,1.0,1.0,,,,2022,Panetolikos,,,,,,,
31,2023-05-06,20:00,Super League,Relegation round,Sat,Away,L,0.0,2.0,Atromitos,,1431.0,Alexandros Malis,4-3-3,Konstantinos Tsetsilas,Match Report,,,,,0.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
32,2023-05-13,17:00,Super League,Relegation round,Sat,Home,L,0.0,2.0,OFI Crete,,1451.0,Jorge Diaz,4-3-3,Stavros Tsimenteridis,Match Report,,,,,0.0,0.0,0.0,,,,2022,Panetolikos,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,32.0,5.0,5.0,,,,2022,Panetolikos,,,,,,,
0,2022-08-20,20:00,Super League,Regular season,Sat,Away,L,1.0,3.0,Atromitos,,715.0,Kostas Giannoulis,4-2-3-1,Aristotelis Diamantopoulos,Match Report,,,,,1.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
1,2022-08-28,21:00,Super League,Regular season,Sun,Home,L,0.0,2.0,Panathinaikos,,5079.0,Kostas Giannoulis,4-2-3-1,Vassilis Fotias,Match Report,,,,,0.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
2,2022-09-04,19:00,Super League,Regular season,Sun,Away,W,1.0,0.0,Volos NFC,,664.0,Praxitelis Vouros,3-4-3,Anastasios Papapetrou,Match Report,,,,,1.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
3,2022-09-10,18:30,Super League,Regular season,Sat,Home,L,1.0,2.0,Panetolikos,,3014.0,Praxitelis Vouros,5-4-1,Ioannis Papadopoulos,Match Report,,,,,1.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
4,2022-09-18,19:00,Super League,Regular season,Sun,Home,D,1.0,1.0,PAOK,,3788.0,Praxitelis Vouros,3-4-3,Anastasios Sidiropoulos,Match Report,,,,,1.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
5,2022-10-02,15:00,Super League,Regular season,Sun,Away,L,0.0,2.0,Asteras Tripoli,,1001.0,Praxitelis Vouros,4-3-3,Anastasios Papapetrou,Match Report,,,,,0.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
6,2022-10-09,16:00,Super League,Regular season,Sun,Home,L,1.0,2.0,Olympiacos,,5100.0,Praxitelis Vouros,4-3-3,Aristotelis Diamantopoulos,Match Report,,,,,0.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
7,2022-10-16,18:00,Super League,Regular season,Sun,Away,D,2.0,2.0,PAS Giannina,,1808.0,Praxitelis Vouros,4-3-3,Angelos Evangelou,Match Report,,,,,2.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
8,2022-10-24,20:00,Super League,Regular season,Mon,Home,D,0.0,0.0,PAS Lamia,,3025.0,Praxitelis Vouros,4-2-3-1,Dimitris Maloutas,Match Report,,,,,0.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
9,2022-10-30,20:30,Super League,Regular season,Sun,Away,D,1.0,1.0,Aris,,7006.0,Praxitelis Vouros,4-2-3-1,Georgios Tzovaras,Match Report,,,,,1.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
10,2022-11-05,18:30,Super League,Regular season,Sat,Home,L,0.0,2.0,Ionikos,,3904.0,Praxitelis Vouros,4-2-3-1,Konstantinos Katoikos,Match Report,,,,,0.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
11,2022-11-09,20:00,Super League,Regular season,Wed,Away,L,0.0,3.0,AEK Athens,,29128.0,Praxitelis Vouros,4-3-3,Aristomenis Koutsiaftis,Match Report,,,,,0.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
12,2022-11-14,19:30,Super League,Regular season,Mon,Home,W,2.0,1.0,Levadiakos,,3015.0,Praxitelis Vouros,4-2-3-1,Angelos Angelakis,Match Report,,,,,2.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
13,2022-12-22,17:00,Super League,Regular season,Thu,Home,L,0.0,1.0,Atromitos,,3115.0,Praxitelis Vouros,3-4-1-2,Athanasios Tzilos,Match Report,,,,,0.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
14,2022-12-28,21:30,Super League,Regular season,Wed,Away,D,1.0,1.0,Panathinaikos,,11713.0,Nikos Marinakis,3-4-3,Efstathios Gortsilas,Match Report,,,,,1.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
15,2023-01-03,16:30,Super League,Regular season,Tue,Home,D,0.0,0.0,Volos NFC,,3214.0,Praxitelis Vouros,3-4-1-2,Angelos Evangelou,Match Report,,,,,0.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
16,2023-01-09,17:00,Super League,Regular season,Mon,Away,W,4.0,0.0,Panetolikos,,2085.0,Praxitelis Vouros,3-4-1-2,Stavros Tsimenteridis,Match Report,,,,,4.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
17,2023-01-14,20:00,Super League,Regular season,Sat,Away,D,0.0,0.0,PAOK,,9830.0,Praxitelis Vouros,3-4-1-2,Dimitrios Karantonis,Match Report,,,,,0.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
18,2023-01-21,17:00,Super League,Regular season,Sat,Home,W,1.0,0.0,Asteras Tripoli,,4238.0,Kostas Giannoulis,3-4-1-2,Vassilis Fotias,Match Report,,,,,1.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
19,2023-01-29,16:00,Super League,Regular season,Sun,Away,L,1.0,2.0,Olympiacos,,18850.0,Praxitelis Vouros,3-4-1-2,Ioannis Papadopoulos,Match Report,,,,,1.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
20,2023-02-04,17:00,Super League,Regular season,Sat,Home,D,0.0,0.0,PAS Giannina,,4124.0,Praxitelis Vouros,3-4-1-2,Angelos Evangelou,Match Report,,,,,0.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
21,2023-02-13,17:00,Super League,Regular season,Mon,Away,W,4.0,1.0,PAS Lamia,,811.0,Praxitelis Vouros,3-4-1-2,Andreas Gamaris,Match Report,,,,,4.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
22,2023-02-20,19:30,Super League,Regular season,Mon,Home,L,0.0,3.0,Aris,,4756.0,Kostas Giannoulis,3-4-1-2,Dimitrios Karantonis,Match Report,,,,,0.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
23,2023-02-26,16:00,Super League,Regular season,Sun,Away,W,2.0,0.0,Ionikos,,1082.0,Praxitelis Vouros,3-4-1-2,Anastasios Papapetrou,Match Report,,,,,2.0,1.0,1.0,,,,2022,OFI Crete,,,,,,,
24,2023-03-05,19:30,Super League,Regular season,Sun,Home,L,0.0,3.0,AEK Athens,,5100.0,Jon Toral,3-4-1-2,Aristotelis Diamantopoulos,Match Report,,,,,0.0,0.0,0.0,,,,2022,OFI Crete,,,,,,,
