,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,dist,g/sh,g/sot,gls,pk,pkatt,sh,sot,sot%,year,team,xg,xga,fk,g-xg,np:g-xg,npxg,npxg/sh
13,2018-12-15,19:00,Super League,Matchweek 14,Sat,Away,W,2.0,1.0,Aris,,5651.0,Dimitris Kyriakidis,4-2-3-1,Angelos Evangelo u,Match Report,,,,,2.0,1.0,2.0,,,,2018,Panetolikos,,,,,,,
14,2019-01-12,19:00,Super League,Matchweek 16,Sat,Away,D,2.0,2.0,Atromitos,,537.0,Dimitris Kyriakidis,4-2-3-1,Anastasios Papapetrou,Match Report,,,,,2.0,0.0,0.0,,,,2018,Panetolikos,,,,,,,
15,2019-01-20,15:00,Super League,Matchweek 17,Sun,Away,L,0.0,3.0,OFI Crete,,2381.0,Dimitris Kyriakidis,4-2-3-1,Konstantinos Kotsanis,Match Report,,,,,0.0,0.0,1.0,,,,2018,Panetolikos,,,,,,,
16,2019-01-26,19:00,Super League,Matchweek 18,Sat,Home,D,0.0,0.0,Xanthi,,1924.0,Jorge Diaz,4-2-3-1,Aristomenis Koutsiaftis,Match Report,,,,,0.0,0.0,0.0,,,,2018,Panetolikos,,,,,,,
17,2019-01-30,19:00,Super League,Matchweek 15,Wed,Home,L,0.0,1.0,Panathinaikos,,3047.0,Dimitris Kyriakidis,4-2-3-1,Giorgos Vreskas,Match Report,,,,,0.0,0.0,0.0,,,,2018,Panetolikos,,,,,,,
18,2019-02-02,19:00,Super League,Matchweek 19,Sat,Away,W,2.0,0.0,PAS Lamia,,1894.0,Dimitris Kyriakidis,4-2-3-1,Evangelos Gratsanis,Match Report,,,,,2.0,0.0,0.0,,,,2018,Panetolikos,,,,,,,
19,2019-02-11,19:00,Super League,Matchweek 20,Mon,Home,D,2.0,2.0,Larissa,,1919.0,Arghus,4-2-3-1,Vasilis Fotias,Match Report,,,,,2.0,0.0,0.0,,,,2018,Panetolikos,,,,,,,
20,2019-02-17,17:15,Super League,Matchweek 21,Sun,Away,L,0.0,1.0,Levadiakos,,1085.0,Arghus,4-2-3-1,Anastasios Papapetrou,Match Report,,,,,0.0,0.0,0.0,,,,2018,Panetolikos,,,,,,,
21,2019-02-25,19:00,Super League,Matchweek 22,Mon,Home,W,1.0,0.0,PAS Giannina,,1647.0,Arghus,4-2-3-1,Aristotelis Diamantopoulos,Match Report,,,,,1.0,0.0,0.0,,,,2018,Panetolikos,,,,,,,
22,2019-03-03,19:30,Super League,Matchweek 23,Sun,Away,L,0.0,3.0,Asteras Tripoli,,1401.0,Marcos Paulo,4-2-3-1,Georgios Kominis,Match Report,,,,,0.0,0.0,0.0,,,,2018,Panetolikos,,,,,,,
23,2019-03-11,19:00,Super League,Matchweek 24,Mon,Home,W,5.0,0.0,Panionios,,1976.0,Arghus,4-2-3-1,Evangelos Manouhos,Match Report,,,,,5.0,0.0,0.0,,,,2018,Panetolikos,,,,,,,
24,2019-03-16,19:00,Super League,Matchweek 25,Sat,Home,L,1.0,2.0,PAOK,,3520.0,Marcos Paulo,4-2-3-1,Alexandros Tsamouris,Match Report,,,,,1.0,1.0,1.0,,,,2018,Panetolikos,,,,,,,
25,2019-03-31,17:15,Super League,Matchweek 26,Sun,Away,L,0.0,4.0,AEK Athens,,5258.0,Marcos Paulo,4-2-3-1,Vasilis Fotias,Match Report,,,,,0.0,0.0,0.0,,,,2018,Panetolikos,,,,,,,
26,2019-04-07,19:00,Super League,Matchweek 27,Sun,Home,L,0.0,5.0,Olympiacos,,3429.0,Dimitris Kyriakidis,4-3-3,Georgios Tzovaras,Match Report,,,,,0.0,0.0,0.0,,,,2018,Panetolikos,,,,,,,
27,2019-04-14,19:00,Super League,Matchweek 28,Sun,Away,W,1.0,0.0,Apollon Smyrnis,,346.0,Dimitris Kyriakidis,4-2-3-1,Evangelos Gratsanis,Match Report,,,,,1.0,1.0,1.0,,,,2018,Panetolikos,,,,,,,
28,2019-04-21,19:00,Super League,Matchweek 29,Sun,Home,L,1.0,2.0,Aris,,2476.0,,4-2-3-1,Fotios Fotiadis,Match Report,,,,,1.0,0.0,0.0,,,,2018,Panetolikos,,,,,,,
29,2019-05-05,16:00,Super League,Matchweek 30,Sun,Away,L,0.0,4.0,Panathinaikos,,1475.0,Arghus,4-2-3-1,Athanassios Tzilos,Match Report,,,,,0.0,0.0,0.0,,,,2018,Panetolikos,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,33.0,4.0,7.0,,,,2018,Panetolikos,,,,,,,
0,2018-08-25,21:30,Super League,Matchweek 1,Sat,Away,W,1.0,0.0,Apollon Smyrnis,,632.0,Vangelis Moras,4-4-2,Efstathios Gortsilas,Match Report,,,,,1.0,0.0,0.0,,,,2018,Larissa,,,,,,,
1,2018-09-02,19:15,Super League,Matchweek 2,Sun,Away,L,0.0,2.0,Aris,,11671.0,Aleksandar Gojković,3-5-2,Georgios Tzovaras,Match Report,,,,,0.0,0.0,0.0,,,,2018,Larissa,,,,,,,
2,2018-09-16,18:15,Super League,Matchweek 3,Sun,Home,L,1.0,3.0,Panathinaikos,,3646.0,Nikos Karanikas,4-2-3-1,Georgios Kominis,Match Report,,,,,1.0,1.0,1.0,,,,2018,Larissa,,,,,,,
3,2018-09-22,19:00,Super League,Matchweek 4,Sat,Away,L,0.0,2.0,Atromitos,,587.0,Nikos Karanikas,3-5-2,Giorgos Vreskas,Match Report,,,,,0.0,0.0,0.0,,,,2018,Larissa,,,,,,,
4,2018-09-29,18:15,Super League,Matchweek 5,Sat,Home,W,1.0,0.0,Panetolikos,,1637.0,Vangelis Moras,3-5-2,Aristomenis Koutsiaftis,Match Report,,,,,1.0,0.0,0.0,,,,2018,Larissa,,,,,,,
5,2018-10-08,19:00,Super League,Matchweek 6,Mon,Away,L,0.0,1.0,Xanthi,,1711.0,Nikos Karanikas,4-2-3-1,Giorgos Labrou,Match Report,,,,,0.0,0.0,0.0,,,,2018,Larissa,,,,,,,
6,2018-10-20,20:30,Super League,Matchweek 7,Sat,Home,L,1.0,2.0,PAS Lamia,,3071.0,Vangelis Moras,4-2-3-1,Georgios Kominis,Match Report,,,,,1.0,0.0,0.0,,,,2018,Larissa,,,,,,,
7,2018-10-27,17:15,Super League,Matchweek 8,Sat,Home,D,0.0,0.0,OFI Crete,,2708.0,Piti,3-5-2,Anastasios Papapetrou,Match Report,,,,,0.0,0.0,0.0,,,,2018,Larissa,,,,,,,
8,2018-11-03,19:30,Super League,Matchweek 9,Sat,Away,D,1.0,1.0,Levadiakos,,1248.0,Vangelis Moras,4-3-3,Stefanos Koubarakis,Match Report,,,,,1.0,0.0,0.0,,,,2018,Larissa,,,,,,,
9,2018-11-10,17:15,Super League,Matchweek 10,Sat,Home,W,2.0,0.0,PAS Giannina,,2160.0,Nikos Karanikas,4-3-3,Praxiteles Zachariadis,Match Report,,,,,2.0,0.0,0.0,,,,2018,Larissa,,,,,,,
10,2018-11-24,17:15,Super League,Matchweek 11,Sat,Away,L,0.0,2.0,Asteras Tripoli,,1134.0,Fatjon Andoni,4-4-2◆,Anastasios Papapetrou,Match Report,,,,,0.0,0.0,0.0,,,,2018,Larissa,,,,,,,
11,2018-12-01,17:15,Super League,Matchweek 12,Sat,Home,W,4.0,2.0,Panionios,,1991.0,Nikos Karanikas,4-5-1,Ilias Papadopoulos,Match Report,,,,,4.0,0.0,0.0,,,,2018,Larissa,,,,,,,
12,2018-12-09,19:30,Super League,Matchweek 13,Sun,Away,L,1.0,2.0,PAOK,,15219.0,Nikos Karanikas,4-1-4-1,Konstantinos Kotsanis,Match Report,,,,,1.0,0.0,0.0,,,,2018,Larissa,,,,,,,
13,2018-12-16,17:15,Super League,Matchweek 14,Sun,Home,D,0.0,0.0,AEK Athens,,2855.0,Fatjon Andoni,4-5-1,Praxiteles Zachariadis,Match Report,,,,,0.0,0.0,0.0,,,,2018,Larissa,,,,,,,
14,2019-01-12,17:15,Super League,Matchweek 16,Sat,Home,W,3.0,0.0,Apollon Smyrnis,,1349.0,Nikos Karanikas,4-4-2,Alexandros Tsamouris,Match Report,,,,,2.0,0.0,0.0,,,,2018,Larissa,,,,,,,
