,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,dist,fk,g-xg,g/sh,g/sot,gls,pk,pkatt,sh,sot,sot%,np:g-xg,npxg,npxg/sh,year,team
26,2022-02-27,17:05,Ligue 1,Matchweek 26,Sun,Home,D,1,1,Marseille,1.5,1.2,42.0,16871.0,Adil Rami,3-5-2,François Letexier,Match Report,,18.2,1.0,-0.5,0.11,0.33,1.0,0.0,0.0,9.0,3.0,33.3,-0.5,1.5,0.17,2021,Troyes
27,2022-03-06,15:00,Ligue 1,Matchweek 27,Sun,Away,W,2,0,Bordeaux,2.2,0.7,39.0,20287.0,Gauthier Gallon,3-4-3,Ruddy Buquet,Match Report,,27.4,1.0,-1.2,0.0,,1.0,1.0,2.0,8.0,0.0,0.0,-0.6,0.6,0.07,2021,Troyes
28,2022-03-12,21:00,Ligue 1,Matchweek 28,Sat,Home,W,1,0,Nantes,1.6,0.4,44.0,7400.0,Florian Tardieu,5-4-1,Stéphanie Frappart,Match Report,,16.8,0.0,-0.6,0.09,0.5,1.0,0.0,0.0,11.0,2.0,18.2,-0.6,1.6,0.15,2021,Troyes
29,2022-03-18,21:00,Ligue 1,Matchweek 29,Fri,Away,D,1,1,Saint-Étienne,1.0,1.3,38.0,32193.0,Florian Tardieu,5-4-1,Romain Lissorgue,Match Report,,20.1,0.0,0.0,0.13,0.25,1.0,0.0,0.0,8.0,4.0,50.0,0.0,1.0,0.14,2021,Troyes
30,2022-04-03,15:00,Ligue 1,Matchweek 30,Sun,Home,W,1,0,Reims,1.1,0.6,58.0,9482.0,Adil Rami,5-4-1,Ruddy Buquet,Match Report,,17.6,0.0,-0.1,0.05,0.2,1.0,0.0,0.0,19.0,5.0,26.3,-0.1,1.1,0.06,2021,Troyes
31,2022-04-10,15:00,Ligue 1,Matchweek 31,Sun,Away,L,1,2,Monaco,1.0,0.4,44.0,4786.0,Florian Tardieu,5-4-1,Mikael Lesage,Match Report,,17.3,1.0,0.0,0.13,1.0,1.0,0.0,0.0,8.0,1.0,12.5,0.0,1.0,0.12,2021,Troyes
32,2022-04-17,15:00,Ligue 1,Matchweek 32,Sun,Home,D,1,1,Strasbourg,1.7,1.7,39.0,10000.0,Florian Tardieu,5-4-1,Benoît Millot,Match Report,,15.0,0.0,-0.7,0.0,0.0,1.0,1.0,1.0,10.0,2.0,20.0,-0.9,0.9,0.09,2021,Troyes
33,2022-04-20,19:00,Ligue 1,Matchweek 33,Wed,Home,L,0,1,Clermont Foot,1.1,0.2,50.0,7800.0,Adil Rami,5-4-1,Jérémie Pignard,Match Report,,20.5,0.0,-1.1,0.0,0.0,0.0,0.0,0.0,15.0,3.0,20.0,-1.1,1.1,0.08,2021,Troyes
34,2022-04-24,15:00,Ligue 1,Matchweek 34,Sun,Away,L,0,1,Nice,0.4,2.0,39.0,17065.0,Florian Tardieu,5-4-1,Hakim Ben El Hadj Salem,Match Report,,19.1,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,9.0,3.0,33.3,-0.4,0.4,0.05,2021,Troyes
35,2022-05-01,13:00,Ligue 1,Matchweek 35,Sun,Home,W,3,0,Lille,2.9,0.5,39.0,10497.0,Florian Tardieu,5-4-1,Willy Delajod,Match Report,,23.8,0.0,0.1,0.0,0.0,3.0,3.0,3.0,6.0,2.0,33.3,-0.5,0.5,0.09,2021,Troyes
36,2022-05-08,20:45,Ligue 1,Matchweek 36,Sun,Away,D,2,2,Paris S-G,1.7,2.4,37.0,45000.0,Florian Tardieu,5-4-1,Jérôme Brisard,Match Report,,21.8,0.0,0.3,0.13,0.5,2.0,1.0,1.0,8.0,2.0,25.0,0.0,1.0,0.12,2021,Troyes
37,2022-05-14,21:00,Ligue 1,Matchweek 37,Sat,Home,L,1,3,Lens,0.3,0.8,48.0,19000.0,Florian Tardieu,5-4-1,François Letexier,Match Report,,23.0,0.0,0.7,0.17,0.5,1.0,0.0,0.0,6.0,2.0,33.3,0.7,0.3,0.05,2021,Troyes
38,2022-05-21,21:00,Ligue 1,Matchweek 38,Sat,Away,D,1,1,Lorient,0.4,1.2,42.0,15131.0,Florian Tardieu,5-4-1,Johan Hamel,Match Report,,21.0,0.0,0.6,0.13,0.33,1.0,0.0,0.0,8.0,3.0,37.5,0.6,0.4,0.05,2021,Troyes
39,,,,,,,,,,,,,,,,,,,,18.7,9.0,-3.2,0.07,0.23,36.0,7.0,8.0,388.0,126.0,32.5,-4.8,33.8,0.09,2021,Troyes
0,2021-08-08,15:00,Ligue 1,Matchweek 1,Sun,Away,D,1.0,1.0,Saint-Étienne,0.6,1.9,39.0,20461.0,Fabien Lemoine,5-3-2,Thomas Léonard,Match Report,,17.5,0.0,0.4,0.08,0.33,1.0,0.0,0.0,12.0,3.0,25.0,0.4,0.6,0.05,2021,Lorient
1,2021-08-13,21:00,Ligue 1,Matchweek 2,Fri,Home,W,1.0,0.0,Monaco,0.8,1.1,29.0,12149.0,Fabien Lemoine,5-3-2,Hakim Ben El Hadj Salem,Match Report,,44.5,0.0,0.2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,,2021,Lorient
2,2021-08-22,15:00,Ligue 1,Matchweek 3,Sun,Away,L,1.0,3.0,Montpellier,0.6,3.0,44.0,6527.0,Fabien Lemoine,5-3-2,Bastien Dechepy,Match Report,,19.3,0.0,0.4,0.2,0.25,1.0,0.0,0.0,5.0,4.0,80.0,0.4,0.6,0.13,2021,Lorient
3,2021-08-29,15:00,Ligue 1,Matchweek 4,Sun,Away,D,2.0,2.0,Lens,1.2,1.3,46.0,35029.0,Fabien Lemoine,5-3-2,Willy Delajod,Match Report,,21.5,2.0,0.8,0.14,0.29,2.0,0.0,0.0,14.0,7.0,50.0,0.8,1.2,0.08,2021,Lorient
4,2021-09-10,21:00,Ligue 1,Matchweek 5,Fri,Home,W,2.0,1.0,Lille,1.8,1.3,44.0,10271.0,Fabien Lemoine,5-3-2,Clément Turpin,Match Report,,16.7,0.0,0.2,0.14,0.29,2.0,0.0,0.0,14.0,7.0,50.0,0.2,1.8,0.13,2021,Lorient
5,2021-09-19,15:00,Ligue 1,Matchweek 6,Sun,Away,D,0.0,0.0,Reims,0.3,0.8,56.0,9443.0,Fabien Lemoine,5-3-2,Hakim Ben El Hadj Salem,Match Report,,26.8,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,6.0,3.0,50.0,-0.3,0.3,0.05,2021,Lorient
6,2021-09-22,21:00,Ligue 1,Matchweek 7,Wed,Home,W,1.0,0.0,Nice,0.5,2.2,37.0,10687.0,Laurent Abergel,5-3-2,Romain Lissorgue,Match Report,,22.4,0.0,0.5,0.13,1.0,1.0,0.0,0.0,8.0,1.0,12.5,0.5,0.5,0.06,2021,Lorient
7,2021-09-25,21:00,Ligue 1,Matchweek 8,Sat,Away,D,1.0,1.0,Lyon,0.7,1.3,47.0,36424.0,Fabien Lemoine,5-3-2,Bastien Dechepy,Match Report,,22.5,2.0,0.3,0.08,0.2,1.0,0.0,0.0,12.0,5.0,41.7,0.3,0.7,0.06,2021,Lorient
8,2021-10-03,15:00,Ligue 1,Matchweek 9,Sun,Home,D,1.0,1.0,Clermont Foot,0.5,1.1,46.0,12611.0,Fabien Lemoine,5-3-2,Pierre Gaillouste,Match Report,,13.7,0.0,0.5,0.17,1.0,1.0,0.0,0.0,6.0,1.0,16.7,0.5,0.5,0.09,2021,Lorient
9,2021-10-17,20:45,Ligue 1,Matchweek 10,Sun,Away,L,1.0,4.0,Marseille,2.2,1.8,37.0,57349.0,Laurent Abergel,5-3-2,Antony Gautier,Match Report,,19.5,2.0,-1.2,0.0,0.0,1.0,1.0,1.0,14.0,6.0,42.9,-1.4,1.4,0.1,2021,Lorient
10,2021-10-24,15:00,Ligue 1,Matchweek 11,Sun,Home,D,1.0,1.0,Bordeaux,1.2,1.0,54.0,11678.0,Fabien Lemoine,5-3-2,Thomas Léonard,Match Report,,17.3,1.0,-0.2,0.07,0.33,1.0,0.0,0.0,15.0,3.0,20.0,-0.2,1.2,0.08,2021,Lorient
11,2021-10-31,15:00,Ligue 1,Matchweek 12,Sun,Away,L,0.0,4.0,Strasbourg,1.3,2.3,46.0,24002.0,Fabien Lemoine,3-4-1-2,Florent Batta,Match Report,,9.5,0.0,-1.3,0.0,,0.0,0.0,0.0,5.0,0.0,0.0,-1.3,1.3,0.26,2021,Lorient
12,2021-11-07,15:00,Ligue 1,Matchweek 13,Sun,Home,L,1.0,2.0,Brest,1.3,2.6,39.0,14649.0,Laurent Abergel,3-5-2,Romain Lissorgue,Match Report,,17.2,1.0,-0.3,0.11,0.33,1.0,0.0,0.0,9.0,3.0,33.3,-0.3,1.3,0.15,2021,Lorient
13,2021-11-21,15:00,Ligue 1,Matchweek 14,Sun,Away,L,0.0,1.0,Angers,0.7,1.4,46.0,6971.0,Laurent Abergel,3-5-2,Pierre Gaillouste,Match Report,,20.6,1.0,-0.7,0.0,0.0,0.0,0.0,0.0,10.0,3.0,30.0,-0.7,0.7,0.07,2021,Lorient
14,2021-11-28,15:00,Ligue 1,Matchweek 15,Sun,Home,L,0.0,2.0,Rennes,0.8,1.3,43.0,16321.0,Laurent Abergel,3-5-2,Bastien Dechepy,Match Report,,18.6,1.0,-0.8,0.0,,0.0,0.0,0.0,6.0,0.0,0.0,-0.8,0.8,0.14,2021,Lorient
15,2021-12-01,19:00,Ligue 1,Matchweek 16,Wed,Away,L,0.0,2.0,Troyes,0.4,1.0,44.0,6506.0,Laurent Abergel,3-5-2,Jeremy Stinat,Match Report,,16.5,1.0,-0.4,0.0,0.0,0.0,0.0,0.0,9.0,3.0,33.3,-0.4,0.4,0.05,2021,Lorient
16,2021-12-05,15:00,Ligue 1,Matchweek 17,Sun,Home,L,0.0,1.0,Nantes,0.9,0.2,53.0,16025.0,Laurent Abergel,3-5-2,Ruddy Buquet,Match Report,,20.5,1.0,-0.9,0.0,0.0,0.0,0.0,0.0,17.0,2.0,11.8,-0.9,0.9,0.05,2021,Lorient
17,2021-12-12,15:00,Ligue 1,Matchweek 18,Sun,Away,L,1.0,4.0,Metz,1.4,1.1,66.0,14037.0,Laurent Abergel,5-4-1,Eric Wattellier,Match Report,,19.4,1.0,-0.4,0.06,0.17,1.0,0.0,0.0,18.0,6.0,33.3,-0.4,1.4,0.08,2021,Lorient
18,2021-12-18,21:00,Coupe de France,Round of 64,Sat,Away,L,0.0,1.0,Rennes,,,33.0,19636.0,Matthieu Dreyer,4-4-2,Amaury Delerue,Match Report,,,,,0.0,0.0,0.0,0.0,0.0,4.0,1.0,25.0,,,,2021,Lorient
19,2021-12-22,21:00,Ligue 1,Matchweek 19,Wed,Home,D,1.0,1.0,Paris S-G,1.6,1.8,23.0,16603.0,Laurent Abergel,4-4-2,Jérémie Pignard,Match Report,,20.7,0.0,-0.6,0.06,0.2,1.0,0.0,0.0,17.0,5.0,29.4,-0.6,1.6,0.09,2021,Lorient
20,2022-01-16,15:00,Ligue 1,Matchweek 21,Sun,Home,D,0.0,0.0,Angers,0.5,0.4,54.0,4387.0,Laurent Abergel,5-3-2,Johan Hamel,Match Report,,22.3,2.0,-0.5,0.0,0.0,0.0,0.0,0.0,14.0,4.0,28.6,-0.5,0.5,0.04,2021,Lorient
21,2022-01-19,19:00,Ligue 1,Matchweek 20,Wed,Away,L,1.0,3.0,Lille,1.1,1.7,45.0,4834.0,Laurent Abergel,4-4-2,Florent Batta,Match Report,,19.2,0.0,-0.1,0.06,0.2,1.0,0.0,0.0,18.0,5.0,27.8,-0.1,1.1,0.06,2021,Lorient
22,2022-01-23,15:00,Ligue 1,Matchweek 22,Sun,Away,L,2.0,4.0,Nantes,2.1,0.9,46.0,4275.0,Laurent Abergel,4-1-4-1,Pierre Gaillouste,Match Report,,19.2,1.0,-0.1,0.13,0.33,2.0,0.0,0.0,15.0,6.0,40.0,-0.1,2.1,0.16,2021,Lorient
23,2022-02-06,13:00,Ligue 1,Matchweek 23,Sun,Home,W,2.0,0.0,Lens,1.5,0.4,36.0,10687.0,Vincent Le Goff,4-1-4-1,Romain Lissorgue,Match Report,,17.8,0.0,0.5,0.25,0.67,2.0,0.0,0.0,8.0,3.0,37.5,0.5,1.5,0.2,2021,Lorient
24,2022-02-13,13:00,Ligue 1,Matchweek 24,Sun,Away,D,0.0,0.0,Monaco,0.1,1.2,36.0,3963.0,Vincent Le Goff,4-1-4-1,Bastien Dechepy,Match Report,,23.9,1.0,-0.1,0.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,-0.1,0.1,0.02,2021,Lorient
