,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,dist,g/sh,g/sot,gls,pk,pkatt,sh,sot,sot%,year,team
10,2022-06-06,20:00,Série B,Matchweek 11,Mon,Away,W,3.0,0.0,Guarani,43.0,2206.0,Vanderlei,3-4-3,Maguielson Lima Barbosa,Match Report,,,0.3,0.75,3.0,0.0,0.0,10.0,4.0,40.0,2022,Operario
11,2022-06-11,18:30,Série B,Matchweek 12,Sat,Home,L,0.0,1.0,Bahia,52.0,2984.0,Vanderlei,3-4-3,Caio Max Augusto Vieira,Match Report,,,0.0,0.0,0.0,0.0,0.0,14.0,3.0,21.4,2022,Operario
12,2022-06-16,20:00,Série B,Matchweek 13,Thu,Away,D,0.0,0.0,Vila Nova,42.0,1889.0,Vanderlei,4-3-3,Rafael Rodrigo Klein,Match Report,,,0.0,0.0,0.0,0.0,0.0,11.0,3.0,27.3,2022,Operario
13,2022-06-24,19:00,Série B,Matchweek 14,Fri,Away,L,0.0,3.0,Vasco da Gama,45.0,21739.0,Paulo Sérgio,3-4-3,Vinicius Gonçalves Dias Araujo,Match Report,,,0.0,0.0,0.0,0.0,0.0,13.0,2.0,15.4,2022,Operario
14,2022-06-27,20:00,Série B,Matchweek 15,Mon,Home,W,2.0,1.0,Chapecoense,48.0,3223.0,Vanderlei,3-4-3,Maguielson Lima Barbosa,Match Report,,,0.22,0.5,2.0,0.0,0.0,9.0,4.0,44.4,2022,Operario
15,2022-07-01,21:30,Série B,Matchweek 16,Fri,Away,L,0.0,2.0,Brusque Futebol Clube,54.0,2164.0,Vanderlei,3-4-3,Leandro Pedro Vuaden,Match Report,,,0.0,0.0,0.0,0.0,0.0,6.0,1.0,16.7,2022,Operario
16,2022-07-05,21:30,Série B,Matchweek 17,Tue,Home,L,2.0,3.0,CRB,56.0,2657.0,Vanderlei,4-2-3-1,Marielson Alves Silva,Match Report,,,0.06,0.14,2.0,1.0,1.0,18.0,7.0,38.9,2022,Operario
17,2022-07-14,18:30,Série B,Matchweek 18,Thu,Home,D,0.0,0.0,Sport Recife,45.0,3149.0,Vanderlei,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,,,0.0,0.0,0.0,0.0,0.0,9.0,2.0,22.2,2022,Operario
18,2022-07-20,21:30,Série B,Matchweek 19,Wed,Away,L,1.0,2.0,Grêmio Novorizontino,49.0,1544.0,Vanderlei,4-2-3-1,Marielson Alves Silva,Match Report,,,0.08,0.33,1.0,0.0,0.0,13.0,3.0,23.1,2022,Operario
19,2022-07-25,19:00,Série B,Matchweek 20,Mon,Home,D,0.0,0.0,Tombense Futebol Clube,48.0,3481.0,Vanderlei,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,,0.0,0.0,0.0,0.0,0.0,11.0,1.0,9.1,2022,Operario
20,2022-07-30,19:00,Série B,Matchweek 21,Sat,Away,L,0.0,3.0,Ponte Preta,55.0,6146.0,Vanderlei,4-2-3-1,Felipe Fernandes de Lima,Match Report,,,0.0,0.0,0.0,0.0,0.0,8.0,3.0,37.5,2022,Operario
21,2022-08-05,19:00,Série B,Matchweek 22,Fri,Home,W,1.0,0.0,Náutico,59.0,3794.0,Vanderlei,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,,0.07,0.17,1.0,0.0,0.0,15.0,6.0,40.0,2022,Operario
22,2022-08-09,19:00,Série B,Matchweek 23,Tue,Away,L,1.0,5.0,Grêmio,42.0,10174.0,Vanderlei,4-2-3-1,Bruno Arleu de Araujo,Match Report,,,0.1,0.33,1.0,0.0,0.0,10.0,3.0,30.0,2022,Operario
23,2022-08-13,11:00,Série B,Matchweek 24,Sat,Home,D,1.0,1.0,Sampaio Corrêa,58.0,3543.0,Vanderlei,4-2-3-1,Alisson Sidnei Furtado,Match Report,,,0.07,0.25,1.0,0.0,0.0,15.0,4.0,26.7,2022,Operario
24,2022-08-17,19:00,Série B,Matchweek 25,Wed,Away,L,0.0,2.0,Criciúma,49.0,10285.0,Vanderlei,4-2-3-1,Denis Ribeiro Serafim,Match Report,,,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,2022,Operario
25,2022-08-27,18:30,Série B,Matchweek 26,Sat,Home,D,0.0,0.0,CSA,52.0,6064.0,Vanderlei,4-3-3,Antonio Dib Moraes de Sousa,Match Report,,,0.0,0.0,0.0,0.0,0.0,12.0,1.0,8.3,2022,Operario
26,2022-08-30,20:30,Série B,Matchweek 27,Tue,Away,D,0.0,0.0,Ituano,41.0,1052.0,Vanderlei,4-2-3-1,Paulo Henrique Schleinch Vollkopf,Match Report,,,0.0,0.0,0.0,0.0,0.0,6.0,1.0,16.7,2022,Operario
27,2022-09-03,20:30,Série B,Matchweek 28,Sat,Home,W,1.0,0.0,Londrina,59.0,5207.0,Vanderlei,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,,0.1,0.2,1.0,0.0,0.0,10.0,5.0,50.0,2022,Operario
28,2022-09-08,21:30,Série B,Matchweek 29,Thu,Away,L,0.0,1.0,Cruzeiro,33.0,52751.0,Vanderlei,4-2-3-1,Douglas Marques das Flores,Match Report,,,0.0,0.0,0.0,0.0,0.0,10.0,2.0,20.0,2022,Operario
29,2022-09-13,19:00,Série B,Matchweek 30,Tue,Home,L,0.0,1.0,Guarani,63.0,2716.0,Vanderlei,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,,0.0,0.0,0.0,0.0,0.0,22.0,3.0,13.6,2022,Operario
30,2022-09-24,18:15,Série B,Matchweek 31,Sat,Away,D,2.0,2.0,Bahia,36.0,39352.0,Vanderlei,4-2-3-1,Marcelo de Lima Henrique,Match Report,,,0.25,0.67,2.0,0.0,0.0,8.0,3.0,37.5,2022,Operario
31,2022-09-30,19:00,Série B,Matchweek 32,Fri,Home,D,1.0,1.0,Vila Nova,52.0,4922.0,Vanderlei,4-2-3-1,Bruno Arleu de Araujo,Match Report,,,0.08,0.5,1.0,0.0,0.0,13.0,2.0,15.4,2022,Operario
32,2022-10-04,19:00,Série B,Matchweek 33,Tue,Home,L,2.0,3.0,Vasco da Gama,35.0,5819.0,Arnaldo,4-2-3-1,Leandro Pedro Vuaden,Match Report,,,0.17,0.29,2.0,0.0,0.0,12.0,7.0,58.3,2022,Operario
33,2022-10-08,11:00,Série B,Matchweek 34,Sat,Away,D,1.0,1.0,Chapecoense,48.0,9729.0,Vanderlei,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,,,0.06,0.5,1.0,0.0,0.0,17.0,2.0,11.8,2022,Operario
34,2022-10-13,21:30,Série B,Matchweek 35,Thu,Home,D,0.0,0.0,Brusque Futebol Clube,58.0,2628.0,Vanderlei,4-2-3-1,Caio Max Augusto Vieira,Match Report,,,0.0,0.0,0.0,0.0,0.0,20.0,3.0,15.0,2022,Operario
35,2022-10-21,21:30,Série B,Matchweek 36,Fri,Away,L,1.0,2.0,CRB,41.0,4010.0,Felipe Garcia,4-2-3-1,Savio Pereira,Match Report,,,0.08,0.17,1.0,0.0,0.0,12.0,6.0,50.0,2022,Operario
36,2022-10-28,19:00,Série B,Matchweek 37,Fri,Away,L,1.0,5.0,Sport Recife,44.0,,Felipe Garcia,4-2-3-1,Caio Max Augusto Vieira,Match Report,,,0.07,0.33,1.0,0.0,0.0,14.0,3.0,21.4,2022,Operario
37,2022-11-06,18:30,Série B,Matchweek 38,Sun,Home,L,0.0,3.0,Grêmio Novorizontino,,,Ricardinho,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,,,,0.0,0.0,0.0,0.0,0.0,,2022,Operario
38,,,,,,,,,,,,,,,,,,,0.06,0.21,30.0,4.0,4.0,462.0,121.0,26.2,2022,Operario
0,2022-04-10,11:00,Série B,Matchweek 1,Sun,Away,L,0.0,2.0,Londrina,56.0,1159.0,Kieza,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,,0.0,0.0,0.0,0.0,0.0,13.0,2.0,15.4,2022,Nautico
1,2022-04-15,21:30,Série B,Matchweek 2,Fri,Home,L,0.0,1.0,Bahia,76.0,3434.0,Kieza,4-2-3-1,Rodrigo Batista Raposo,Match Report,,,0.0,0.0,0.0,0.0,0.0,18.0,4.0,22.2,2022,Nautico
2,2022-04-24,16:00,Série B,Matchweek 3,Sun,Home,W,2.0,0.0,Operário,49.0,2844.0,Camutanga,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,,0.12,0.29,2.0,0.0,0.0,17.0,7.0,41.2,2022,Nautico
3,2022-04-27,19:00,Série B,Matchweek 4,Wed,Away,W,2.0,1.0,CRB,31.0,3674.0,Djavan,4-1-4-1,Zandick Gondim Alves Junior,Match Report,,,0.07,0.2,2.0,1.0,1.0,14.0,5.0,35.7,2022,Nautico
4,2022-05-03,21:30,Série B,Matchweek 5,Tue,Home,D,1.0,1.0,Guarani,62.0,4294.0,Rhaldney,4-2-3-1,Caio Max Augusto Vieira,Match Report,,,0.04,0.11,1.0,0.0,0.0,27.0,9.0,33.3,2022,Nautico
5,2022-05-06,19:00,Série B,Matchweek 6,Fri,Away,L,0.0,2.0,Vila Nova,66.0,4891.0,Camutanga,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,,0.0,0.0,0.0,0.0,0.0,14.0,6.0,42.9,2022,Nautico
6,2022-05-15,16:00,Série B,Matchweek 7,Sun,Home,L,0.0,1.0,Cruzeiro,46.0,6542.0,Rhaldney,4-2-3-1,Leandro Pedro Vuaden,Match Report,,,0.0,0.0,0.0,0.0,0.0,16.0,4.0,25.0,2022,Nautico
7,2022-05-19,21:30,Série B,Matchweek 8,Thu,Home,D,1.0,1.0,CSA,50.0,4141.0,Camutanga,4-2-3-1,Edina Alves Batista,Match Report,,,0.06,0.17,1.0,0.0,0.0,18.0,6.0,33.3,2022,Nautico
8,2022-05-26,21:30,Série B,Matchweek 9,Thu,Away,D,0.0,0.0,Ituano,47.0,1245.0,Victor Ferraz,4-2-3-1,Paulo Henrique Schleinch Vollkopf,Match Report,,,0.0,0.0,0.0,0.0,0.0,14.0,4.0,28.6,2022,Nautico
9,2022-06-04,19:00,Série B,Matchweek 10,Sat,Away,W,2.0,1.0,Brusque Futebol Clube,43.0,1346.0,Victor Ferraz,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,,0.1,0.33,1.0,0.0,0.0,10.0,3.0,30.0,2022,Nautico
10,2022-06-07,19:00,Série B,Matchweek 11,Tue,Home,L,2.0,3.0,Vasco da Gama,48.0,6104.0,Victor Ferraz,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,,0.11,0.4,2.0,0.0,0.0,18.0,5.0,27.8,2022,Nautico
11,2022-06-10,19:00,Série B,Matchweek 12,Fri,Away,L,0.0,2.0,Sampaio Corrêa,56.0,2105.0,Júnior Tavares,4-2-3-1,Antonio Dib Moraes de Sousa,Match Report,,,0.0,0.0,0.0,0.0,0.0,10.0,2.0,20.0,2022,Nautico
12,2022-06-18,18:30,Série B,Matchweek 13,Sat,Home,D,1.0,1.0,Sport Recife,54.0,6011.0,Kieza,3-5-2,Wagner do Nascimento Magalhães,Match Report,,,0.06,0.2,1.0,0.0,0.0,16.0,5.0,31.3,2022,Nautico
13,2022-06-26,11:00,Série B,Matchweek 14,Sun,Away,D,1.0,1.0,Tombense Futebol Clube,33.0,1175.0,Victor Ferraz,3-5-2,Leonardo Willers Lorenzatto,Match Report,,,0.11,0.2,1.0,0.0,0.0,9.0,5.0,55.6,2022,Nautico
14,2022-06-29,19:00,Série B,Matchweek 15,Wed,Home,D,1.0,1.0,Criciúma,45.0,4089.0,Wellington,3-5-2,André Luiz de Freitas Castro,Match Report,,,0.08,0.25,1.0,0.0,1.0,12.0,4.0,33.3,2022,Nautico
15,2022-07-02,18:30,Série B,Matchweek 16,Sat,Home,W,3.0,1.0,Grêmio Novorizontino,38.0,4671.0,Victor Ferraz,3-5-2,Jefferson Ferreira de Moraes,Match Report,,,0.2,0.43,3.0,0.0,0.0,15.0,7.0,46.7,2022,Nautico
16,2022-07-08,21:30,Série B,Matchweek 17,Fri,Away,L,0.0,2.0,Grêmio,38.0,22309.0,Victor Ferraz,3-5-2,Braulio da Silva Machado,Match Report,,,0.0,0.0,0.0,0.0,0.0,7.0,1.0,14.3,2022,Nautico
17,2022-07-17,16:00,Série B,Matchweek 18,Sun,Home,L,1.0,2.0,Chapecoense,55.0,8098.0,Victor Ferraz,3-1-4-2,Denis Ribeiro Serafim,Match Report,,,0.06,0.2,1.0,0.0,0.0,18.0,5.0,27.8,2022,Nautico
18,2022-07-20,19:00,Série B,Matchweek 19,Wed,Away,L,0.0,1.0,Ponte Preta,40.0,5798.0,Kieza,4-3-3,Jefferson Ferreira de Moraes,Match Report,,,0.0,0.0,0.0,0.0,0.0,6.0,3.0,50.0,2022,Nautico
19,2022-07-23,18:30,Série B,Matchweek 20,Sat,Home,L,1.0,2.0,Londrina,56.0,10251.0,Kieza,4-4-2,Antonio Dib Moraes de Sousa,Match Report,,,0.13,0.5,1.0,0.0,0.0,8.0,2.0,25.0,2022,Nautico
20,2022-07-29,19:00,Série B,Matchweek 21,Fri,Away,L,0.0,3.0,Bahia,51.0,28835.0,Kieza,4-4-2,Flavio Rodrigues De Souza,Match Report,,,0.0,0.0,0.0,0.0,0.0,8.0,2.0,25.0,2022,Nautico
21,2022-08-05,19:00,Série B,Matchweek 22,Fri,Away,L,0.0,1.0,Operário,41.0,3794.0,Kieza,4-4-2,Vinicius Gonçalves Dias Araujo,Match Report,,,0.0,0.0,0.0,0.0,0.0,5.0,3.0,60.0,2022,Nautico
22,2022-08-10,19:00,Série B,Matchweek 23,Wed,Home,W,2.0,1.0,CRB,37.0,12279.0,Kieza,3-4-3,Rafael Traci,Match Report,,,0.13,0.5,2.0,0.0,0.0,16.0,4.0,25.0,2022,Nautico
23,2022-08-13,18:30,Série B,Matchweek 24,Sat,Away,L,0.0,1.0,Guarani,53.0,5191.0,Kieza,3-4-3,Diego Pombo Lopez,Match Report,,,0.0,0.0,0.0,0.0,0.0,11.0,5.0,45.5,2022,Nautico
24,2022-08-19,21:30,Série B,Matchweek 25,Fri,Home,L,1.0,2.0,Vila Nova,45.0,13196.0,Victor Ferraz,3-4-3,Jean Pierre Goncalves Lima,Match Report,,,0.0,0.0,0.0,0.0,0.0,6.0,3.0,50.0,2022,Nautico
25,2022-08-26,21:30,Série B,Matchweek 26,Fri,Away,L,0.0,4.0,Cruzeiro,35.0,21228.0,Kieza,4-2-3-1,Rodolpho Toski Marques,Match Report,,,0.0,,0.0,0.0,0.0,7.0,0.0,0.0,2022,Nautico
26,2022-08-30,21:30,Série B,Matchweek 27,Tue,Away,L,0.0,2.0,CSA,61.0,9644.0,Kieza,4-4-2,Anderson Daronco,Match Report,,,0.0,0.0,0.0,0.0,0.0,16.0,3.0,18.8,2022,Nautico
27,2022-09-02,19:00,Série B,Matchweek 28,Fri,Home,W,2.0,0.0,Ituano,45.0,9725.0,Kieza,4-3-3,Marcelo de Lima Henrique,Match Report,,,0.07,0.2,2.0,1.0,1.0,14.0,5.0,35.7,2022,Nautico
28,2022-09-09,21:30,Série B,Matchweek 29,Fri,Home,W,1.0,0.0,Brusque Futebol Clube,53.0,13466.0,Kieza,4-3-3,Wagner do Nascimento Magalhães,Match Report,,,0.08,0.2,1.0,0.0,0.0,13.0,5.0,38.5,2022,Nautico
29,2022-09-16,19:00,Série B,Matchweek 30,Fri,Away,L,1.0,4.0,Vasco da Gama,63.0,19152.0,Victor Ferraz,4-3-3,Braulio da Silva Machado,Match Report,,,0.07,0.14,1.0,0.0,0.0,15.0,7.0,46.7,2022,Nautico
30,2022-09-23,19:00,Série B,Matchweek 31,Fri,Home,L,1.0,3.0,Sampaio Corrêa,58.0,15314.0,Victor Ferraz,4-3-3,Dyorgines José Padovani Andrade,Match Report,,,0.11,0.5,1.0,0.0,0.0,9.0,2.0,22.2,2022,Nautico
31,2022-09-28,21:45,Série B,Matchweek 32,Wed,Away,L,1.0,2.0,Sport Recife,53.0,19521.0,Victor Ferraz,4-2-3-1,Anderson Daronco,Match Report,,,0.14,1.0,1.0,0.0,0.0,7.0,1.0,14.3,2022,Nautico
32,2022-10-04,21:30,Série B,Matchweek 33,Tue,Home,W,4.0,3.0,Tombense Futebol Clube,48.0,5575.0,Victor Ferraz,4-2-3-1,Alisson Sidnei Furtado,Match Report,,,0.29,0.57,4.0,0.0,0.0,14.0,7.0,50.0,2022,Nautico
33,2022-10-07,19:00,Série B,Matchweek 34,Fri,Away,L,1.0,2.0,Criciúma,34.0,9799.0,Victor Ferraz,4-2-3-1,Diego Pombo Lopez,Match Report,,,0.1,0.25,1.0,0.0,0.0,10.0,4.0,40.0,2022,Nautico
34,2022-10-14,21:30,Série B,Matchweek 35,Fri,Away,L,0.0,6.0,Grêmio Novorizontino,63.0,1105.0,Victor Ferraz,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,,,0.0,0.0,0.0,0.0,0.0,6.0,2.0,33.3,2022,Nautico
35,2022-10-23,16:00,Série B,Matchweek 36,Sun,Home,L,0.0,3.0,Grêmio,47.0,6961.0,Victor Ferraz,3-4-3,Jefferson Ferreira de Moraes,Match Report,,,0.0,0.0,0.0,0.0,0.0,6.0,3.0,50.0,2022,Nautico
36,2022-10-29,19:00,Série B,Matchweek 37,Sat,Away,L,0.0,1.0,Chapecoense,61.0,14047.0,Victor Ferraz,3-4-3,Jose Mendonca da Silva Junior,Match Report,,,0.0,0.0,0.0,0.0,0.0,12.0,2.0,16.7,2022,Nautico
37,2022-11-04,21:30,Série B,Matchweek 38,Fri,Home,L,0.0,1.0,Ponte Preta,52.0,4011.0,Djavan,4-3-1-2,Roger Goulart,Match Report,,,0.0,0.0,0.0,0.0,0.0,6.0,1.0,16.7,2022,Nautico
38,,,,,,,,,,,,,,,,,,,0.06,0.19,30.0,2.0,3.0,461.0,148.0,32.1,2022,Nautico
0,2021-05-28,21:30,Série B,Matchweek 1,Fri,Away,D,1.0,1.0,Vila Nova,56.0,,Kanu,4-3-3,Paulo Cesar Zanovelli da Silva,Match Report,,,0.07,0.25,1.0,0.0,0.0,15.0,4.0,26.7,2021,Botafogo RJ
1,2021-06-05,21:00,Série B,Matchweek 2,Sat,Home,W,2.0,0.0,Coritiba,38.0,,Kanu,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,,0.17,0.33,2.0,0.0,1.0,12.0,6.0,50.0,2021,Botafogo RJ
2,2021-06-13,16:00,Série B,Matchweek 3,Sun,Home,W,3.0,0.0,Remo,41.0,,Kanu,4-2-3-1,Alisson Sidnei Furtado,Match Report,,,0.18,0.5,3.0,0.0,0.0,17.0,6.0,35.3,2021,Botafogo RJ
3,2021-06-17,19:00,Série B,Matchweek 4,Thu,Away,D,2.0,2.0,Londrina,41.0,,Kanu,4-2-3-1,Salim Fende Chavez,Match Report,,,0.17,0.67,2.0,0.0,0.0,12.0,3.0,25.0,2021,Botafogo RJ
4,2021-06-20,16:00,Série B,Matchweek 5,Sun,Away,L,1.0,3.0,Náutico,46.0,,Kanu,4-2-3-1,Wanderson Alves de Souza,Match Report,,,0.08,0.13,1.0,0.0,0.0,13.0,8.0,61.5,2021,Botafogo RJ
5,2021-06-26,16:30,Série B,Matchweek 7,Sat,Away,L,0.0,2.0,Sampaio Corrêa,64.0,,Kanu,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,,,0.0,0.0,0.0,0.0,0.0,16.0,5.0,31.3,2021,Botafogo RJ
6,2021-06-30,21:30,Série B,Matchweek 8,Wed,Home,W,1.0,0.0,Vitória,54.0,,Kanu,4-2-3-1,Lucas Paulo Torezin,Match Report,,,0.08,0.33,1.0,0.0,0.0,12.0,3.0,25.0,2021,Botafogo RJ
7,2021-07-03,21:00,Série B,Matchweek 9,Sat,Away,D,1.0,1.0,Avaí,54.0,,Kanu,4-2-3-1,André Luiz de Freitas Castro,Match Report,,,0.07,0.33,1.0,0.0,0.0,14.0,3.0,21.4,2021,Botafogo RJ
8,2021-07-06,21:30,Série B,Matchweek 10,Tue,Away,L,1.0,2.0,CRB,47.0,,Kanu,4-2-3-1,Jose Mendonca da Silva Junior,Match Report,,,0.08,0.2,1.0,0.0,0.0,13.0,5.0,38.5,2021,Botafogo RJ
9,2021-07-10,16:30,Série B,Matchweek 11,Sat,Home,D,3.0,3.0,Cruzeiro,52.0,,Kanu,4-2-3-1,Rodolpho Toski Marques,Match Report,,,0.07,0.2,3.0,2.0,2.0,14.0,5.0,35.7,2021,Botafogo RJ
10,2021-07-17,19:00,Série B,Matchweek 12,Sat,Away,L,1.0,2.0,Brusque Futebol Clube,42.0,,Kanu,4-2-3-1,Ivan da Silva Guimarães Jr.,Match Report,,,0.06,0.25,1.0,0.0,0.0,17.0,4.0,23.5,2021,Botafogo RJ
11,2021-07-20,19:00,Série B,Matchweek 13,Tue,Home,L,0.0,2.0,Goiás,57.0,,Kanu,4-2-3-1,Igor Junior Benevenuto,Match Report,,,0.0,0.0,0.0,0.0,0.0,19.0,6.0,31.6,2021,Botafogo RJ
12,2021-07-24,16:30,Série B,Matchweek 14,Sat,Away,W,1.0,0.0,Confiança,44.0,,Gilvan,4-2-3-1,Zandick Gondim Alves Junior,Match Report,,,0.09,0.5,1.0,0.0,0.0,11.0,2.0,18.2,2021,Botafogo RJ
13,2021-07-27,21:30,Série B,Matchweek 6,Tue,Home,W,2.0,0.0,CSA,45.0,,Gilvan,4-2-3-1,Douglas Schwengber da Silva,Match Report,,,0.15,0.5,2.0,0.0,0.0,13.0,4.0,30.8,2021,Botafogo RJ
14,2021-07-31,21:00,Série B,Matchweek 15,Sat,Home,W,2.0,0.0,Vasco da Gama,31.0,,Kanu,4-2-3-1,Heber Roberto Lopes,Match Report,,,0.2,0.67,2.0,0.0,0.0,10.0,3.0,30.0,2021,Botafogo RJ
15,2021-08-08,20:30,Série B,Matchweek 16,Sun,Home,W,2.0,0.0,Ponte Preta,43.0,,Kanu,4-2-3-1,Rodrigo Batista Raposo,Match Report,,,0.08,0.5,1.0,0.0,0.0,12.0,2.0,16.7,2021,Botafogo RJ
16,2021-08-12,21:30,Série B,Matchweek 17,Thu,Away,L,0.0,1.0,Operário,63.0,,Kanu,4-2-3-1,Douglas Marques das Flores,Match Report,,,0.0,0.0,0.0,0.0,0.0,15.0,5.0,33.3,2021,Botafogo RJ
17,2021-08-15,18:15,Série B,Matchweek 18,Sun,Home,W,1.0,0.0,Brasil de Pelotas,46.0,,Kanu,4-2-3-1,Thiago Luis Scarascati,Match Report,,,0.09,0.2,1.0,0.0,0.0,11.0,5.0,45.5,2021,Botafogo RJ
18,2021-08-18,19:00,Série B,Matchweek 19,Wed,Away,D,1.0,1.0,Guarani,40.0,,Kanu,4-2-3-1,Marielson Alves Silva,Match Report,,,0.11,0.17,1.0,0.0,0.0,9.0,6.0,66.7,2021,Botafogo RJ
19,2021-08-22,11:00,Série B,Matchweek 20,Sun,Home,W,3.0,2.0,Vila Nova,51.0,,Joel Carli,3-5-2,Denis Ribeiro Serafim,Match Report,,,0.2,0.4,3.0,1.0,1.0,10.0,5.0,50.0,2021,Botafogo RJ
20,2021-08-27,21:30,Série B,Matchweek 21,Fri,Away,W,1.0,0.0,Coritiba,42.0,,Joel Carli,4-2-3-1,Rodrigo D'Alonso Ferreira,Match Report,,,0.09,0.33,1.0,0.0,0.0,11.0,3.0,27.3,2021,Botafogo RJ
21,2021-09-04,19:30,Série B,Matchweek 22,Sat,Away,W,1.0,0.0,Remo,38.0,,Joel Carli,4-4-2,Wilton Pereira Sampaio,Match Report,,,0.13,1.0,1.0,0.0,0.0,8.0,1.0,12.5,2021,Botafogo RJ
22,2021-09-11,16:30,Série B,Matchweek 23,Sat,Home,W,4.0,0.0,Londrina,60.0,,Kanu,4-2-3-1,Paulo Henrique Schleinch Vollkopf,Match Report,,,0.27,0.5,4.0,0.0,0.0,15.0,8.0,53.3,2021,Botafogo RJ
23,2021-09-18,16:30,Série B,Matchweek 24,Sat,Home,W,3.0,1.0,Náutico,48.0,,Kanu,4-3-3,Flavio Rodrigues De Souza,Match Report,,,0.15,0.33,3.0,0.0,0.0,20.0,9.0,45.0,2021,Botafogo RJ
24,2021-09-23,19:00,Série B,Matchweek 25,Thu,Away,L,0.0,2.0,CSA,54.0,,Kanu,4-2-3-1,Heber Roberto Lopes,Match Report,,,0.0,0.0,0.0,0.0,0.0,9.0,3.0,33.3,2021,Botafogo RJ
25,2021-09-26,18:15,Série B,Matchweek 26,Sun,Home,W,2.0,0.0,Sampaio Corrêa,54.0,762.0,Joel Carli,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,,0.13,0.4,2.0,0.0,0.0,16.0,5.0,31.3,2021,Botafogo RJ
26,2021-09-29,21:30,Série B,Matchweek 27,Wed,Away,D,0.0,0.0,Vitória,50.0,,Kanu,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,,0.0,0.0,0.0,0.0,0.0,9.0,1.0,11.1,2021,Botafogo RJ
27,2021-10-02,19:00,Série B,Matchweek 28,Sat,Home,L,1.0,2.0,Avaí,51.0,751.0,Joel Carli,4-2-3-1,Jefferson Ferreira de Moraes,Match Report,,,0.17,0.33,1.0,0.0,0.0,6.0,3.0,50.0,2021,Botafogo RJ
28,2021-10-08,19:00,Série B,Matchweek 29,Fri,Home,W,2.0,0.0,CRB,64.0,2139.0,Joel Carli,4-2-3-1,Antonio Dib Moraes de Sousa,Match Report,,,0.13,0.67,2.0,0.0,0.0,16.0,3.0,18.8,2021,Botafogo RJ
29,2021-10-12,21:30,Série B,Matchweek 30,Tue,Away,D,0.0,0.0,Cruzeiro,46.0,5297.0,Joel Carli,4-2-3-1,Denis Ribeiro Serafim,Match Report,,,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,2021,Botafogo RJ
30,2021-10-20,20:30,Série B,Matchweek 31,Wed,Home,W,3.0,0.0,Brusque Futebol Clube,50.0,3058.0,Joel Carli,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,,,0.08,0.22,3.0,1.0,1.0,24.0,9.0,37.5,2021,Botafogo RJ
31,2021-10-26,21:30,Série B,Matchweek 32,Tue,Away,D,1.0,1.0,Goiás,43.0,3594.0,Joel Carli,4-2-3-1,Anderson Daronco,Match Report,,,0.13,0.33,1.0,0.0,0.0,8.0,3.0,37.5,2021,Botafogo RJ
32,2021-11-03,19:00,Série B,Matchweek 33,Wed,Home,W,1.0,0.0,Confiança,47.0,4129.0,Joel Carli,4-2-3-1,Savio Pereira,Match Report,,,0.08,0.25,1.0,0.0,0.0,12.0,4.0,33.3,2021,Botafogo RJ
33,2021-11-07,16:00,Série B,Matchweek 34,Sun,Away,W,4.0,0.0,Vasco da Gama,44.0,5536.0,Joel Carli,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,,0.27,0.5,4.0,0.0,0.0,15.0,8.0,53.3,2021,Botafogo RJ
34,2021-11-11,19:00,Série B,Matchweek 35,Thu,Away,D,0.0,0.0,Ponte Preta,47.0,4325.0,Kanu,4-2-3-1,Antonio Dib Moraes de Sousa,Match Report,,,0.0,0.0,0.0,0.0,0.0,6.0,1.0,16.7,2021,Botafogo RJ
35,2021-11-15,16:00,Série B,Matchweek 36,Mon,Home,W,2.0,1.0,Operário,50.0,25584.0,Joel Carli,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,,0.14,0.4,2.0,0.0,0.0,14.0,5.0,35.7,2021,Botafogo RJ
36,2021-11-21,16:00,Série B,Matchweek 37,Sun,Away,W,1.0,0.0,Brasil de Pelotas,40.0,1030.0,Joel Carli,4-2-3-1,Alisson Sidnei Furtado,Match Report,,,0.08,0.5,1.0,0.0,0.0,12.0,2.0,16.7,2021,Botafogo RJ
